student_id,final_score,grade,pass_fail,previous_score,math_prev_score,science_prev_score,language_prev_score,daily_study_hours,attendance_percentage,homework_completion_rate,sleep_hours,screen_time_hours,physical_activity_minutes,motivation_score,exam_anxiety_score,parent_education_level,study_environment
S0025,77.10018687867722,C,1,65.08384913193697,62.9113679947754,56.068150750657246,64.60652789649161,4.077770317686227,69.77603833923213,87.7097651500483,8.04423785586405,2.1669813472906347,97.57302432369951,6.890199028074045,2.097115408557462,High School,Noisy
S0026,84.8882408251646,B,1,83.18467787661575,81.63881725927256,75.2639981615883,74.30344620928349,4.739182069971133,80.3225804063217,98.37302540304493,7.091133047848998,3.266853028020787,53.89897663229172,6.403947090627719,1.8360940272230306,Bachelor,Quiet
S0027,65.14165299940147,C,1,50.982058018709786,52.09272687687835,52.3176912737672,50.57905927222598,4.636808544825948,61.721718440900084,99.09701901592126,7.114995085120147,3.5856044405666525,81.4682720434559,9.91708186965217,1.0,Master,Moderate
S0028,80.09388434879169,B,1,68.28289411274864,65.88915100443126,70.8265192288983,64.11761382774485,4.27849947819058,76.05471481376178,81.92713775810356,7.237347511841895,4.818052398070793,110.48726039867833,8.926741756706345,1.0,High School,Noisy
S0029,84.42859398164137,B,1,72.58280128741234,78.86158191527994,64.67684777725167,77.15975266521315,4.552765398645216,81.91606337022237,95.48708797839342,6.713929944929545,3.236662133330939,72.76779475112545,6.609881187328272,3.916056092926379,Bachelor,Moderate
S0030,55.652146597549546,D,1,42.55477269959987,38.081736188502354,47.029964269980454,39.8070713266222,1.796878743348306,52.563526480394735,68.75923356009898,6.802224033888707,4.949323105177694,115.06057566082914,8.36375486343741,1.8801360781830403,High School,Noisy
S0031,72.65991025409595,C,1,73.41496685457912,72.48060863377232,70.99966159616193,72.83113727560288,2.136737182846915,78.75467608050081,69.97965054689139,6.717548477880846,4.091731535227288,49.301240639174544,5.617370159514757,3.1896564694661063,Master,Quiet
S0032,48.13586231734481,F,0,49.378826802801036,47.18017151143016,50.112791862728784,46.20103759577902,2.155874099684234,63.30605454280479,78.01511019192174,7.438306957356307,1.5654986971191123,36.67431951966277,4.6010159574239795,5.006257804150203,Master,Moderate
S0033,62.10276855678825,D,1,43.57783761419037,50.812727035959036,51.638940755467495,52.27209437345703,2.5082157240067953,62.35589076692863,77.19105761132231,7.079406648508552,1.781657191964193,110.23084858302744,6.114586153316444,3.5139518255958704,Master,Quiet
S0034,96.66228462858219,A,1,92.18870454893333,93.17147843149121,96.67290112826099,90.58249071834378,2.573282681540755,88.38932228283812,82.28378635581204,7.877251018668607,3.185168627248854,106.2913078165995,6.417836800740365,1.8061809522977423,Bachelor,Quiet
S0035,88.69064945180598,B,1,93.10976181910077,98.26898451644394,91.76710857957161,102.27254703649677,3.178221298618702,85.61386871568627,80.70241038443586,6.916915890328656,2.9844469654451977,119.33308883404602,4.099222747364025,4.919830525622605,Bachelor,Noisy
S0036,87.86351889333908,B,1,84.46185414640536,77.0340522812205,80.00589301932892,88.53261295699669,1.6395190534657655,81.71299280617377,71.08257799719229,6.93441571899191,4.717721348186473,91.14541393011834,8.888752009815377,1.0,Master,Moderate
S0037,73.22774603866335,C,1,56.753757304535384,58.089008633881676,45.99468029788886,59.164090941212315,3.7649866551439573,67.3075028144945,95.82519852407717,5.891390596568003,3.9036856989867594,114.30191340004346,6.155160414335089,5.278464605485857,High School,Moderate
S0038,50.21244325730768,D,1,45.37196627035111,49.82012024846829,41.77619967413901,47.215632006938705,1.670266157218026,67.53756414411696,73.26112881854357,7.707794643341519,2.9406654050112464,104.42541225756997,7.482508994680883,2.70894172127647,High School,Moderate
S0039,65.73426301197297,C,1,77.63281645816863,78.04423640454576,76.57716526403016,79.60180294924989,2.24123392841819,80.9102080297218,66.95163131703823,7.969965152802951,1.8538014172519282,105.99836998080782,4.443779123625736,6.218389630321764,Master,Moderate
S0040,63.52666821953417,D,1,64.20838715567807,69.53578903100482,59.272489519922146,54.57002425895001,3.013380522424616,73.20711126652583,78.86542483653426,7.408461401660409,2.134185511627476,81.22274134088414,5.049980972503504,3.451383530347284,Bachelor,Moderate
S0041,56.69256105358046,D,1,46.71210291646283,44.12566066596097,46.055818081001306,45.31768594570905,4.185762246093909,57.00129285277001,90.13179893369012,6.72327723922745,3.877505092345295,64.41281381250397,9.338162351965359,1.856052131048633,High School,Noisy
S0042,80.23803271579041,B,1,67.23473005611986,74.28146725704775,67.6189894709137,71.46051991204146,3.957876932954909,71.72446631199416,92.02504200493073,7.2648417954570945,3.1171940244989624,114.11022652889537,7.652125167296805,3.648976895727288,High School,Moderate
S0043,55.10528089773713,D,1,41.89136866133701,53.38585927943326,40.767088752296615,41.646882743966486,3.582137425642089,65.43903013236438,89.25314203149355,8.072004067149136,3.5746375443033602,68.89054580543049,9.701704301022914,1.0,High School,Quiet
S0044,94.9483989694572,A,1,90.01262211433301,88.19842931213472,86.76260921021571,82.98667288031514,1.6230930423206806,85.19479392278612,62.036467053078134,6.562365497594906,1.8533871765111685,78.49374305247022,9.992500206347902,1.0,Bachelor,Quiet
S0045,55.935149652585736,D,1,54.232898988000926,52.00538638099707,55.076172347834564,53.97087673511358,3.188181382462311,70.41410684194615,82.22100639420779,7.096654315270215,4.314531261722829,70.1502876412669,6.231160691998566,4.264604881016944,Master,Moderate
S0046,77.29556854251346,C,1,76.438725639469,83.7056480250575,78.64842888731604,84.95925322074646,1.3497860071995418,87.05192182137267,53.39822341121474,5.965383237639098,5.262693704279835,80.83364825641775,5.792818384499648,4.851570069038535,Bachelor,Noisy
S0047,57.80086629310963,D,1,57.1441091849176,65.04196991357117,51.69211379770337,63.3785677625912,2.509452707186603,73.76508493850288,82.30425210087547,7.303131541669783,2.289697533934503,72.34545710930945,9.150136330954581,1.0,High School,Noisy
S0048,75.86275906197004,C,1,68.60374116477959,65.98944102901325,75.65840306351095,68.29372111794943,2.6540661211598366,74.76766227088851,73.9787900082149,6.8387886017129285,3.457571129159133,34.31708027215283,9.991668562224724,1.0,Master,Moderate
S0049,61.50844756484642,D,1,70.06906536388038,67.9681312784011,69.57612470245907,74.82631174917081,1.1592457577830153,72.47958683096155,61.87177727705264,6.0225498775697694,5.877636645104509,109.38433674069287,7.777847405394744,1.6247715335601132,Bachelor,Quiet
S0050,64.88074885662354,D,1,50.16699505390399,48.758072009601456,50.261243168628226,48.33445995206373,2.0959523978798873,52.31574954667249,69.41127540885856,7.194904824647544,2.666208702753638,69.99544370241928,8.770844335069134,1.339573711876986,Master,Moderate
S0051,100.0,A,1,93.32715452705072,86.60490197187934,96.86822664333351,84.80779659291713,4.822597869065957,85.82165265116109,103.95611656572665,6.240344909975463,3.975231724618806,83.00492836566139,8.690475152891647,2.5067033785702657,High School,Moderate
S0052,75.10542809613563,C,1,82.6323052848613,78.03904555244031,83.79838594117881,78.00997534421353,4.814530431318758,79.6860901633464,83.95777210620068,8.079296667763616,1.450978501001222,42.52690224821883,6.132038249317282,3.0969195935415135,Bachelor,Moderate
S0053,92.58857389253828,A,1,91.6724417860304,86.65173795227007,96.43812495559663,99.4868856285714,2.409308217010157,87.78805186499207,74.01003045847202,5.893905740681535,4.030075012397216,30.30490631843752,7.445622281542523,3.5551982162258913,Master,Noisy
S0054,91.67156551255907,A,1,89.21550427352068,85.37651644800003,90.6511250995298,87.84553886437416,1.1724004357932962,83.8382260018869,61.19491057044447,7.835434596457244,1.4481588665230896,52.07610842792786,8.998341647585281,1.0,Bachelor,Noisy
S0055,74.19922829109025,C,1,72.88449883460967,72.71107439767577,69.82231196140748,71.66757893773459,1.7163797573127262,74.84032412012087,64.89561563516884,6.0978789207469815,5.796177176619111,93.41274289200152,8.128683257566333,1.0236895299367825,High School,Quiet
S0056,82.3950178972987,B,1,90.70308292627143,91.87415658895404,92.51060055230194,89.20389194489704,2.5688711737341605,76.45454681059961,84.31984446551976,6.041043574987806,4.578313260361557,38.92750771015908,4.12698288389223,6.691611734450984,Master,Quiet
S0057,60.087338349868595,D,1,44.86708761285557,52.61959007692595,39.14845657625226,54.387770560720604,4.791118791876919,57.73370466067745,93.47454062449033,6.618952003095789,4.9407989406785315,111.79986963478211,6.020234013385201,4.901702364622416,High School,Moderate
S0058,52.44199148746849,D,1,50.779057433052984,45.78728722935903,51.3218559619356,58.908852009863296,1.5647962541487397,67.77278392052928,69.5069434276657,5.865367915489306,4.520521803858184,49.35203124205661,4.866854179567632,5.9845557571950225,Master,Quiet
S0059,51.61385375684996,D,1,42.487500890079595,47.409112882462516,42.32135093685729,53.58140205732026,4.0540633746728485,69.82328860070326,92.32189769025891,6.835263356745119,3.9486451803823286,48.41342528625982,5.397833272468235,3.286369319313624,High School,Moderate
S0060,70.39357026003253,C,1,57.89316819197954,56.823223970852,56.85258390561684,57.09794213997928,1.4347301574987683,68.45895717726167,70.65489783766526,6.3136923744659645,3.249563905427527,46.335716545934595,9.432936864947955,1.0,High School,Quiet
S0061,65.55002738558973,C,1,61.37725093292151,61.12993238465935,60.73456337572686,62.855373376656985,4.925030309565107,72.32768083433137,95.91435767176355,6.643075972517322,5.291866898805312,31.258354167422826,4.221359733464609,6.601628858538713,Bachelor,Moderate
S0062,54.773069098110525,D,1,54.924196747564274,58.298294208397294,45.51495152007608,47.34098400046032,2.52646599643654,72.22448915854616,71.5998154687466,5.802567831870218,5.784178337715315,99.46249216304112,5.318804271771542,4.722737568792352,High School,Noisy
S0063,89.89414721967077,B,1,85.5805630033561,79.96695289554461,82.8369384646513,92.96523513394747,4.100938155596224,78.7358118206768,96.48973109334923,6.725948732129224,3.4951808645204068,108.75310781207327,5.857416113429389,3.0688910403731464,Bachelor,Moderate
S0064,57.30690802403023,D,1,59.62143296814741,61.533481699067664,60.08565747385298,53.78253521180773,2.3703643312445273,71.64478670050092,75.83024985409583,6.449672120238688,5.65767524577631,85.2746432354579,7.701304431798369,2.7570135073270725,High School,Noisy
S0065,57.32076415232022,D,1,55.45139803280594,56.28365907387122,56.25067999279294,56.53527585161908,3.510675508635235,64.02324848474218,77.38206835296856,6.438729579096106,3.9166645499425874,46.9379983511876,7.204610140515193,2.0805826004933365,High School,Noisy
S0066,61.35362235988224,D,1,69.84828457370367,72.31054089374442,64.70990886907387,64.36177193553945,1.768064338960147,79.24826447930688,64.98411831728512,6.863441719821199,3.691920934482166,55.675019724679174,5.309616897120317,6.484907951271895,High School,Quiet
S0067,54.350912874629984,D,1,47.75083237361194,49.196675593151035,54.07937157793545,44.80649823991846,1.5840840771878502,64.63243142656464,67.77275404111882,6.261360649944538,3.272413664776783,72.8334027628467,4.985446403338926,6.559395059079332,Master,Quiet
S0068,82.57647646128014,B,1,84.12083394147218,96.39733464102666,79.78995970039968,79.93452178622368,4.752256558272525,83.55267604064329,101.7113866904582,7.701506159502898,2.046438807650599,115.89113564609707,5.420788207576713,5.183309218778854,Bachelor,Noisy
S0069,60.220299284924906,D,1,44.10028540238739,40.911585481130814,48.94757140502108,41.060909099008306,4.670589111617733,58.137149714100744,93.30973785021256,8.576877411548297,1.018598304090296,52.26162346359685,7.015177760209934,4.34582894455984,Master,Moderate
S0070,89.12553862677763,B,1,94.27878151302845,91.62379673801937,96.41475332238687,91.58316799728355,4.5498757608515294,90.67455255456814,80.9274776594306,8.733845093670888,2.2075311342803063,95.84813135278992,5.627066714267221,4.437724635856161,Bachelor,Moderate
S0071,86.33161272262795,B,1,82.47346231131615,79.35775967919233,79.24232576209714,79.73211833669077,3.501733800666374,91.66029576181316,87.6334539353489,6.980999315927872,3.548615858017826,69.55034009636283,9.685615009646334,1.0798224847286821,High School,Quiet
S0072,64.31781355287706,D,1,50.92936248437948,48.15197688857821,59.80591694742704,55.096032043281014,4.233072844865113,60.42512276504871,86.22912499893125,7.524162142008965,2.8997997612987625,56.80626135240196,6.783191328573086,4.694528966728989,Master,Moderate
S0073,39.43663683000024,F,0,40.30371644179813,37.11678080526554,34.33553228301573,34.77940247648553,1.2761477476454997,58.453063182661445,52.674783485842944,6.136959321542305,3.242426140013169,71.03243433199023,4.352776099267823,5.89272258252649,Bachelor,Moderate
S0074,80.97681780134513,B,1,84.85037856501589,90.79546122055365,89.4461494330659,85.95308570008523,2.3391561675627166,83.5832266533484,59.229932050706466,6.98039483380672,5.903241097820247,36.40860457871093,8.3755984350198,1.3692143934659164,High School,Moderate
S0075,87.89101414674377,B,1,78.87715391161893,85.9796751515682,83.88006550183383,84.96694967314673,2.254812499028625,83.37060801578855,76.61802929127496,7.562705696358061,2.751361853346638,101.88186338373262,5.973071729253938,2.322306312568946,Bachelor,Noisy
S0076,86.38708134048777,B,1,80.0953942422543,77.24166277350692,76.74229319687107,77.52941241968732,3.542581287810453,77.24996569467982,86.06890013012935,6.779758868484222,3.2609146968005396,51.89717351846704,7.920933592349485,1.9959328819290212,Bachelor,Noisy
S0077,74.72658740802493,C,1,82.419869067727,78.25809120220586,89.38219556804864,78.83027461398899,2.423831093882562,67.04478308314981,73.11002903526436,8.118317073115275,1.6675777567640977,95.28709108736734,5.677566223139392,5.145856961422919,High School,Moderate
S0078,53.56933163789779,D,1,44.07245584537497,46.42953362730699,42.82222327238021,42.91983271947372,1.5940271265747232,68.83217539350761,72.88539308056103,7.500825363021848,1.2397886621849383,36.15135343033752,7.424462450399919,3.5211709771677104,Master,Quiet
S0079,81.31291554601518,B,1,59.715615069935,56.95449984853014,61.15908321633428,65.61424111173855,3.385868301654175,73.6603381328882,87.04530643165711,6.30787313660398,4.877047572962473,115.95887005491174,8.632915028844788,1.8714500368736213,High School,Moderate
S0080,70.89459625983311,C,1,46.37279827388213,49.53745736265969,47.674407467738234,47.34333642864892,4.257535682676326,54.471661484507734,100.65685704037284,7.081642700105777,3.853415875359893,47.371348686512874,9.568052450647324,1.0,Master,Quiet
S0081,78.66285110146477,C,1,87.47068842315764,88.48530352741413,86.7991447158049,84.81461695011964,2.5284939778398927,80.69750025268104,68.32126241756394,6.027265541018998,4.803524030219475,109.44678685863724,5.566762866598462,2.4564155644539474,Bachelor,Noisy
S0082,70.64205844011313,C,1,74.28139697551569,66.70267640052953,78.3354383413146,76.7007802314559,1.5290748603939268,84.98161063539447,65.11799548416944,7.986018183870147,1.7493139944327583,102.8525888653891,6.009141705993887,3.495643196001378,Bachelor,Moderate
S0083,62.24234822296326,D,1,58.1993913668957,65.93691737354601,62.16683496965677,52.68793061771359,1.7867527892512922,76.33867777573718,59.78396101777285,6.3142619372625415,3.8591438559134548,117.10739316732743,6.785598521715638,2.9100566072304104,Bachelor,Moderate
S0084,60.6647936553213,D,1,43.4957092657313,52.47509763120891,34.753049399540394,46.90250681794604,1.949933220677536,66.44105474626038,68.35242054749803,6.794508893576344,2.268212371706878,73.01015948511747,9.563049026415932,1.0,Master,Quiet
S0085,68.52995192165903,C,1,57.10402769436142,54.04008424193949,63.62572890875218,59.14706423287026,2.199590371978145,67.6714516773814,70.75282445094807,6.903062380445803,2.1403090845000996,95.46575644613564,9.408321140863944,1.2102352161139809,High School,Quiet
S0086,67.54222468872453,C,1,57.885082711471085,55.94657491179117,49.572622771292714,56.346040355776665,3.5711802820252365,69.3574784497981,88.84487100656771,8.062460997678583,1.0576300702649264,63.36395913340056,4.539269680603828,7.446406730411011,Master,Moderate
S0087,77.60807471372202,C,1,80.12833980859352,81.55766676221805,85.2910708303018,75.93541081635738,3.403781938150876,79.40954087866614,84.26563878721826,7.196101233886538,1.6517036178453595,46.593141421772444,4.7915789545228655,5.331950247318227,Bachelor,Moderate
S0088,74.18333614081646,C,1,75.06566092453673,76.73794487447185,80.69918660867465,70.63225631311944,3.7843194462681566,83.17402937861254,90.96023015408115,6.562099940566872,2.5463405574984765,69.87683396401039,6.973055063983829,2.810213146859709,Bachelor,Quiet
S0089,82.55266971661446,B,1,88.79670084169797,92.08942220506212,83.34186869062198,91.47078752342752,2.4500079381260527,80.01913838837343,78.017280046955,7.221841859145692,1.5843938029546951,44.91741138496094,4.639715636832541,5.101062550163366,High School,Noisy
S0090,72.29469028515946,C,1,65.97182088390721,76.02284357773897,63.91774944413429,72.11672339635253,4.295990607519913,68.95691216753258,103.73454946211484,6.205191154043351,5.929292202054688,118.38401605077455,6.073485240092185,4.050899526815529,Master,Quiet
S0091,39.83533075545926,F,0,46.57768352660659,45.69294738913634,41.04916018417691,43.391144791462615,1.816350644623041,68.34021469748338,66.58702316979979,6.646564785381881,2.5431632426197535,38.66218420266448,4.890312269304866,4.281393970346735,Bachelor,Moderate
S0092,78.46444945014517,C,1,79.22846329726472,75.23697707457245,78.15385814582105,81.52039681502214,2.8761629900726158,79.39242437107455,74.05651639739425,6.9286735254293355,1.651619733511641,83.02905511073584,7.816242130791315,2.3039564279547404,Master,Noisy
S0093,90.24594280120624,A,1,81.84317767392936,74.94658153385673,80.30300625300066,71.40804258091902,4.203754886165721,87.81392561423371,93.26796693823925,8.457024697807855,1.9954115641397887,86.38174697286503,9.69697259043497,1.0,Master,Noisy
S0094,79.81989675595031,C,1,70.87024586632229,67.2155956666127,74.768548527669,67.94715721303629,1.720634590930477,72.07756189825842,63.19494577360705,6.388162455580842,3.9385161417073826,78.42715885866488,9.980402621766288,1.0,High School,Noisy
S0095,70.47361639738345,C,1,82.40319489750085,82.23756003313187,88.9547386280989,82.24790023314634,1.4394524549631318,80.9277056470563,71.804328391814,7.4424135298163145,1.3202176193239425,89.59672971406502,6.251446794981489,4.206095139023292,High School,Noisy
S0096,80.8304277548949,B,1,67.15875780004149,76.13154711763042,74.13717685399126,62.61034071513232,4.534735870751959,68.96731397580098,93.93126851279342,6.222730304388622,5.312170650705784,40.45626975107018,7.594075822687674,2.839671786660862,Bachelor,Moderate
S0097,83.68664374414823,B,1,68.75030561600967,66.16224912082882,65.93946548311816,64.06777374206169,2.3717186510367836,74.41196621512266,70.88930467099789,6.047072077259058,5.8074983961857365,79.9516671784762,9.137605921144488,1.0,High School,Noisy
S0098,63.36326600433498,D,1,63.51475600972023,64.63369576791472,62.46864664099759,60.1758582273758,3.735480499636128,64.36464331986612,84.9982263906057,7.64055223898348,2.2337371033369045,55.84913140146254,4.704772436778304,5.932097721617099,Master,Quiet
S0099,46.48021285704868,F,0,41.39805197092524,41.315937490561474,32.98086100982049,42.8590156125571,1.101394417055754,58.260858880687806,64.60603128791574,7.498928572349736,3.250476342954297,114.6158456970951,8.13738646631179,1.191598688025756,High School,Quiet
S0100,63.126968809375526,D,1,45.934028484631746,51.875994851872164,41.9046781521508,44.99738339259987,3.7601875536377984,55.78574491767528,86.81314062022055,7.513821107689958,1.1106722551474855,98.58644880957532,6.45306197035041,2.4510988666456326,Master,Quiet
S0101,51.31760839107502,D,1,41.72860521277038,54.36326734213849,46.55286337825767,30.53744904614552,2.264405246187882,64.33391877234149,69.43571836122692,6.120695519612994,4.203551123636108,117.52630339437684,5.236876961680984,3.6586712104640196,Bachelor,Moderate
S0102,76.83225634441933,C,1,75.00257261950793,72.34822875490633,83.08048673724909,64.3990718563326,1.222963414349767,81.08423300855222,70.55639373161533,7.716331026845568,3.0696302902629444,33.38004627661706,6.416521712484652,4.017019897987877,Master,Noisy
S0103,56.33643209301448,D,1,57.28957895919797,54.842381746606854,51.11783459979836,54.255253069912094,3.439251046192468,59.99347582717726,80.11166125861592,7.247241755249325,2.3502923305077785,55.66198576626378,4.455761721789501,5.321663350985646,High School,Quiet
S0104,77.79020170339274,C,1,67.97138801405865,73.19219239940401,65.00906671829418,70.2598209443264,1.963215264292693,80.65512273453218,69.8099830130919,8.254905241503671,2.0341855530830424,47.588032797451405,8.172442891535834,1.0,High School,Quiet
S0105,87.11059859002997,B,1,89.91615606593513,93.32561351406669,89.78412728114048,76.17863185230895,2.54722896820752,97.44515366506684,78.73382044012635,5.596172434729278,4.270115388293802,31.003912858064744,5.5164560124907185,4.961581802701565,Bachelor,Quiet
S0106,53.79069615448472,D,1,53.71107260318812,62.94460923186829,55.111878397286155,51.212421722429966,1.3223232491460544,67.08556823527576,55.066556939375175,7.173376064093188,3.0810851551615723,51.80931572216893,5.868433870269268,2.6919579989319047,High School,Noisy
S0107,57.146255331946705,D,1,62.57106076695963,65.49070169358946,58.5230431673514,59.93982148437253,1.5886530043797813,68.0799590823566,68.28783255082745,8.389814233393237,1.89829644514956,91.0898385168386,4.726487789448776,5.413333569069435,Bachelor,Quiet
S0108,85.2799395492973,B,1,81.55531261986768,79.75885216593238,83.67561784218813,88.49700151090991,2.191908941983375,94.89930926494907,66.64355104243151,6.489704310050685,4.44554540743412,50.798002992111165,9.187954683339349,1.050544242333705,Bachelor,Noisy
S0109,46.73980598036867,F,0,52.58389910203924,55.53717325550079,50.21470236668466,50.65879004347492,1.3590380022406285,59.697107059507076,67.7042939265763,6.739644863777642,3.825361415183468,75.81031009343565,6.960665675696432,3.924911405998613,High School,Noisy
S0110,57.1733508261265,D,1,44.23389504058361,49.77741294349815,44.16163368619222,46.14883996428826,4.643305058745261,62.2174798546373,91.61979552785773,6.5597477634009245,5.293360274647481,109.90363034684988,7.432881266718402,4.348803519748449,Master,Noisy
S0111,68.80641684825528,C,1,55.93632991025724,60.038740816244065,58.66775115027574,56.642615610694556,1.0241881727359137,68.86627631828824,63.705726886603436,7.244388242242782,1.5873794943824646,92.43821283141676,7.416596098569128,1.2187275755303302,Bachelor,Moderate
S0112,61.359109990876654,D,1,48.86717079897024,51.40354095450673,48.89928214802493,38.21433839993424,2.9354408754572456,71.1593235017472,84.88357408604602,6.3654641310569495,4.92833300972228,65.51661629154287,6.462958687248051,3.4845674566889,Master,Moderate
S0113,78.25803332738074,C,1,91.13337087884152,96.46674432678729,88.95144142620867,94.9744069620002,1.4929898325302058,87.3653803150547,69.23708095346609,6.520817272678411,4.367583934086295,63.52220450208975,5.155179492628837,4.568485212326946,High School,Noisy
